id,start_date_time,end_date_time,course_code,student_id,admin_id,state,start_checked,end_checked,attendance_key
1424,"2019-06-28 09:24:00","2019-06-28 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1425,"2019-06-28 09:24:00","2019-06-28 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1426,"2019-06-28 09:24:00","2019-06-28 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1427,"2019-06-28 09:24:00","2019-06-28 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1429,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1430,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1431,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1432,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1433,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1434,"2019-07-01 09:24:00","2019-07-01 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1436,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1437,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1438,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1439,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1440,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1441,"2019-07-02 09:24:00","2019-07-02 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1443,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1444,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1445,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1446,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1447,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1448,"2019-07-03 09:24:00","2019-07-03 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1450,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1451,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1452,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1453,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1454,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1455,"2019-07-04 09:24:00","2019-07-04 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1457,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1458,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1459,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1460,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1461,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1462,"2019-07-05 09:24:00","2019-07-05 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1464,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1465,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1466,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1467,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1468,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1469,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1470,"2019-07-08 09:24:00","2019-07-08 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1471,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1472,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1473,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1474,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1475,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1476,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1477,"2019-07-09 09:24:00","2019-07-09 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1478,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1479,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1480,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1481,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1482,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1483,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1484,"2019-07-10 09:24:00","2019-07-10 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1485,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1486,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1487,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1488,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1489,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1490,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1491,"2019-07-11 09:24:00","2019-07-11 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1492,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1493,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1494,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1495,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1496,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1497,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1498,"2019-07-12 09:24:00","2019-07-12 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1499,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1500,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1501,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1502,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1503,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1504,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1505,"2019-07-15 09:24:00","2019-07-15 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1506,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1507,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1508,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1509,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1510,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1511,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1512,"2019-07-16 09:24:00","2019-07-16 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1513,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1514,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1515,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1516,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1517,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1518,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1519,"2019-07-17 09:24:00","2019-07-17 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1520,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1521,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1522,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1523,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1524,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1525,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1526,"2019-07-18 09:24:00","2019-07-18 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1527,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1528,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1529,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1530,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1531,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1532,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1533,"2019-07-19 09:24:00","2019-07-19 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1534,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1535,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1536,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1537,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1538,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1539,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1540,"2019-07-22 09:24:00","2019-07-22 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1541,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1542,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1543,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1544,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1545,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1546,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1547,"2019-07-23 09:24:00","2019-07-23 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1548,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1549,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1550,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1551,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1552,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1553,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1554,"2019-07-24 09:24:00","2019-07-24 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1555,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1556,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1557,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1558,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1559,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1560,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1561,"2019-07-25 09:24:00","2019-07-25 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1562,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1563,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1564,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1565,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1566,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1567,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1568,"2019-07-26 09:24:00","2019-07-26 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1569,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1570,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1571,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1572,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1573,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1574,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1575,"2019-07-29 09:24:00","2019-07-29 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1576,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1577,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1578,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1579,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1580,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1581,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1582,"2019-07-30 09:24:00","2019-07-30 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1583,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1584,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1585,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1586,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1587,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1588,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1589,"2019-07-31 09:24:00","2019-07-31 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1590,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1591,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1592,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1593,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1594,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1595,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1596,"2019-08-01 09:24:00","2019-08-01 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1597,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1598,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1599,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1600,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1601,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1602,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1603,"2019-08-02 09:24:00","2019-08-02 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1604,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1605,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1606,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1607,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1608,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1609,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1610,"2019-08-05 09:24:00","2019-08-05 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1611,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1612,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1613,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1614,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1615,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1616,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1617,"2019-08-06 09:24:00","2019-08-06 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1618,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1619,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1620,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1621,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1622,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1623,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1624,"2019-08-07 09:24:00","2019-08-07 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1625,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1626,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1627,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1628,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1629,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1630,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1631,"2019-08-08 09:24:00","2019-08-08 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1632,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1633,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1634,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1635,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1636,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1637,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1638,"2019-08-09 09:24:00","2019-08-09 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1639,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1640,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1641,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1642,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1643,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
1644,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,skyda1204@gmail.com,TA02,정상,1,1,none
1645,"2019-08-12 09:24:00","2019-08-12 18:35:00",7,ysh316497@naver.com,TA02,정상,1,1,none
1646,"2019-08-13 09:24:00","2019-08-13 18:35:00",7,dlaengus63@naver.com,TA02,정상,1,1,none
1647,"2019-08-13 09:24:00","2019-08-13 18:35:00",7,Nam.nulla@naver.com,TA02,정상,1,1,none
1648,"2019-08-13 09:24:00","2019-08-13 18:35:00",7,Nunc.ac@naver.com,TA02,정상,1,1,none
1649,"2019-08-13 09:24:00","2019-08-13 18:35:00",7,sit.amet.risus@naver.com,TA02,정상,1,1,none
1650,"2019-08-13 09:24:00","2019-08-13 18:35:00",7,sit.amet@gmail.com,TA02,정상,1,1,none
